,Name,Date Unblocked,Website,Archived Block Message[0],Archived Block Message[1],Block Message Screenshot,Website Archives[0],Website Archives[1],URL Country
283,Foster's Daily Democrat,,http://www.fosters.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-fosters-com.png,https://web.archive.org/web/2/http://www.fosters.com,,
284,"Fountain Hills Times (Maricopa County, Arizona)",,https://www.fhtimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-fhtimes-com.png,,,
285,Fowler Tribune,2018-11-05,http://www.fowlertribune.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-fowlertribune-com.png,https://web.archive.org/web/2/http://www.fowlertribune.com,,
286,FOX10 News,,https://www.fox10tv.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-fox10tv-com.png,http://web.archive.org/web/2/https://www.fox10tv.com/,,
287,FOX13 Salt Lake City,,https://fox13now.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox13now-com.png,https://web.archive.org/web/2/https://fox13now.com/,,
288,FOX17 West Michigan,,https://fox17online.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox17online-com.png,https://web.archive.org/web/2/https://fox17online.com/,,
289,FOX2 Now St. Louis,,https://fox2now.com,https://archive.fo/BJn1t,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox2now-com.png,https://web.archive.org/web/2/http://fox2now.com/,,
290,FOX31 Denver,,https://kdvr.com,https://archive.fo/92u3P,,https://data.verifiedjoseph.com/files/gdpr-screenshots/kdvr-com.png,https://web.archive.org/web/2/https://kdvr.com/,,
291,FOX4 Kansas City,,https://fox4kc.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox4kc-com.png,https://web.archive.org/web/2/https://fox4kc.com/,,
292,FOX40 Sacramento,,https://fox40.com,https://archive.fo/JWcjo,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox40-com.png,https://web.archive.org/web/2/https://fox40.com/,,
293,FOX43 WPMT,,https://fox43.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox43-com.png,https://web.archive.org/web/2/https://fox43.com/,,
294,FOX5 San Diego,,https://fox5sandiego.com,https://archive.fo/jZ8PG,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox5sandiego-com.png,https://web.archive.org/web/2/https://fox5sandiego.com/,,
295,FOX59 Indianapolis,,https://fox59.com,https://archive.fo/2Y368,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox59-com.png,https://web.archive.org/web/2/https://fox59.com/,,
296,FOX6 Now,,https://fox6now.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox6now-com.png,https://web.archive.org/web/2/http://fox6now.com,,
297,FOX61 Connecticut,,https://fox61.com,https://archive.fo/PgdHo,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox61-com.png,https://web.archive.org/web/2/https://fox61.com/,,
298,FOX8 Cleveland,,https://fox8.com,https://archive.fo/tfB8i,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fox8-com.png,https://web.archive.org/web/2/https://fox8.com/,,
299,FOX8 WGHP,,https://myfox8.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/myfox8-com.png,https://web.archive.org/web/2/https://myfox8.com/,,
300,"Frederick News-Post (Frederick County, Maryland)",,https://www.fredericknewspost.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-fredericknewspost-com.png,https://web.archive.org/web/2/https://www.fredericknewspost.com/,,"US
"
301,fredericksburg.com,,https://www.fredericksburg.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-fredericksburg-com.png,,,"US
"
302,Free Times,2018-08-13,https://www.free-times.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-free-times-com.png,,,
303,Fremont Tribune,,https://fremonttribune.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/fremonttribune-com.png,https://web.archive.org/web/2/https://fremonttribune.com/,,
304,fullbeauty.com,,https://www.fullbeauty.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-fullbeauty-com.png,https://web.archive.org/web/2/https://www.fullbeauty.com/,,"US
"
305,"Gainesville Daily Register (Gainesville, TX)",,https://www.gainesvilleregister.com,https://archive.fo/CMM6Z,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gainesvilleregister-com.png,,,"US
"
306,Galva News,,http://www.galvanews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-galvanews-com.png,https://web.archive.org/web/2/http://www.galvanews.com,,
307,Gannett Company,,http://www.gannett.com,https://archive.fo/fYIFm,http://web.archive.org/web/20180726165544/http://eu-message.usatoday.com/,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gannett-com.png,https://web.archive.org/web/2/http://www.gannett.com/,,
308,Gazettes,,http://www.gazettes.com,https://archive.fo/AoJ1f,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gazettes-com.png,https://web.archive.org/web/2/http://www.gazettes.com/,,"US
"
309,Genesee Country Express ,,http://www.dansvilleonline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-dansvilleonline-com.png,https://web.archive.org/web/2/http://www.dansvilleonline.com,,
310,Geneseo Republic,,http://www.geneseorepublic.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-geneseorepublic-com.png,https://web.archive.org/web/2/http://www.geneseorepublic.com,,
311,Georgetown Record,,http://georgetown.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/georgetown-wickedlocal-com.png,https://web.archive.org/web/2/http://georgetown.wickedlocal.com,,
312,"Gettysburg Times (Gettysburg, Pennsylvania)",,http://www.gettysburgtimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gettysburgtimes-com.png,https://web.archive.org/web/2/http://www.gettysburgtimes.com/,,
313,"Gillette News Record (Gillette, Wyoming)",,https://www.gillettenewsrecord.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gillettenewsrecord-com.png,https://web.archive.org/web/2/https://www.gillettenewsrecord.com,,
314,Glacier FarmMedia,,https://farmmedia.com,https://archive.fo/asGxx,,https://data.verifiedjoseph.com/files/gdpr-screenshots/farmmedia-com.png,https://web.archive.org/web/2/http://farmmedia.com/,,"CA
"
315,"Gladstone Dispatch (Liberty, MO)",,http://www.gladstonedispatch.com,https://archive.fo/NXlag,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gladstonedispatch-com.png,,,"US
"
316,"Glasgow Daily Times (Glasgow, KY)",,https://www.glasgowdailytimes.com,https://archive.fo/Iri2r,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-glasgowdailytimes-com.png,,,"US
"
317,Glen Rose Reporter,2018-08-21,https://www.yourglenrosetx.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-yourglenrosetx-com.png,https://web.archive.org/web/2/https://www.yourglenrosetx.com,,
318,Globe (tabloid),,https://www.globemagazine.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-globemagazine-com.png,https://web.archive.org/web/2/https://www.globemagazine.com/,,"US
"
319,Globe Gazette,,https://globegazette.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/globegazette-com.png,https://web.archive.org/web/2/https://globegazette.com/,,
320,"Gloucester Daily Times (Gloucester, MA)",,https://www.gloucestertimes.com,https://archive.fo/zNhSx,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gloucestertimes-com.png,,,"US
"
321,GoDanRiver.com/,,https://www.godanriver.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-godanriver-com.png,https://web.archive.org/web/2/https://www.godanriver.com/,,"US
"
322,Golden State Newspapers,,http://www.goldenstatenewspapers.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-goldenstatenewspapers-com.png,https://web.archive.org/web/2/http://www.goldenstatenewspapers.com/,,
323,Gonzales Weekly Citizen,,http://www.weeklycitizen.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-weeklycitizen-com.png,https://web.archive.org/web/2/http://www.weeklycitizen.com,,
324,"Goshen News (Goshen, IN)",,https://www.goshennews.com,https://archive.fo/uhfKI,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-goshennews-com.png,,,"US
"
325,Grainews,,http://grainews.ca,https://archive.fo/7LUnr,,https://data.verifiedjoseph.com/files/gdpr-screenshots/grainews-ca.png,https://web.archive.org/web/2/https://www.grainews.ca/,,"CA
"
326,"Grand Island Independent (Grand Island, Nebraska)",,https://www.theindependent.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-theindependent-com.png,,,"US
"
327,Grand Junction Daily Sentinel,,https://www.gjsentinel.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gjsentinel-com.png,,,
328,Grand Lake News,2018-08-27,https://www.grandlakenews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-grandlakenews-com.png,https://web.archive.org/web/2/http://www.grandlakenews.com,,
329,"Grand Rapids Herald-Review (Grand Rapids, Minnesota)",,http://www.grandrapidsmn.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-grandrapidsmn-com.png,https://web.archive.org/web/2/http://www.grandrapidsmn.com,,
330,Granite Falls Advocate Tribune,,http://www.granitefallsnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-granitefallsnews-com.png,https://web.archive.org/web/2/http://www.granitefallsnews.com,,
331,"Grayson Journal Enquirer (Grayson, KY)",,http://www.journal-times.com,https://archive.fo/d1SrB,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-journal-times-com.png,,,"US
"
332,"Green Acres Publication (St. Joseph, MO)",,http://www.greenacressells.com,https://archive.fo/cGumy,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-greenacressells-com.png,,,"US
"
333,Green Valley News & Sun,,https://www.gvnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gvnews-com.png,,,
334,"Greensburg Daily News (Greensburg, IN)",,https://www.greensburgdailynews.com,https://archive.fo/Ti71m,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-greensburgdailynews-com.png,,,"US
"
335,"Greenville Herald Banner (Greenville, TX)",,https://www.heraldbanner.com,https://archive.fo/Zy55w,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-heraldbanner-com.png,,,"US
"
336,Greenwich Time,,http://www.greenwichtime.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-greenwichtime-com.png,https://web.archive.org/web/2/http://www.greenwichtime.com/,,"US
"
337,Greenwood Democrat,2018-09-04,http://www.greenwooddemocrat.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-greenwooddemocrat-com.png,https://web.archive.org/web/2/http://www.greenwooddemocrat.com,,
338,Groupe TVA,,http://www.groupetva.ca,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-groupetva-ca.png,https://web.archive.org/web/2http://www.groupetva.ca/,,"CA
"
339,"Guam Daily Post (Tamuning, Guam)",2018-10-19,https://www.postguam.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-postguam-com.png,https://web.archive.org/web/2/https://www.postguam.com,,"GU
"
340,Gurdon Times,2018-09-04,http://www.thegurdontimes.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-thegurdontimes-com.png,https://web.archive.org/web/2/http://www.thegurdontimes.com,,
341,Gwinnett Daily Post,,https://www.gwinnettdailypost.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-gwinnettdailypost-com.png,,,
342,Half Moon Bay Review,,https://www.hmbreview.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hmbreview-com.png,https://web.archive.org/web/2/https://www.hmbreview.com/,,
343,Halifax-Plympton Reporter,,http://plympton.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/plympton-wickedlocal-com.png,https://web.archive.org/web/2/http://plympton.wickedlocal.com/,,
344,Hamburg Reporter,2018-08-23,http://www.hamburgreporter.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hamburgreporter-com.png,https://web.archive.org/web/2/http://www.hamburgreporter.com,,
345,Hamilton-Wenham Chronicle,,http://hamilton.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/hamilton-wickedlocal-com.png,https://web.archive.org/web/2/http://hamilton.wickedlocal.com,,
346,Hanna Newspapers,,http://www.hannapub.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hannapub-com.png,https://web.archive.org/web/2/http://www.hannapub.com/,,"US
"
347,Hannibal Courier-Post,2018-08-27,http://www.hannibal.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hannibal-net.png,https://web.archive.org/web/2/http://www.hannibal.net,,"US
"
348,Hanover Mariner,,http://hanover.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/hanover-wickedlocal-com.png,https://web.archive.org/web/2/http://hanover.wickedlocal.com/,,
349,Harbor Country News (Michigan),,https://www.harborcountry-news.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-harborcountry-news-com.png,,,"US
"
350,"Harrison Daily Times (Harrison, Arkansas)",,http://harrisondaily.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/harrisondaily-com.png,https://web.archive.org/web/2/http://harrisondaily.com/,,"US
"
351,Hartford Courant,,https://www.courant.com,https://archive.fo/iZE6f,https://web.archive.org/web/20180811135819/http://www.tronc.com/gdpr/courant.com/,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-courant-com.png,https://web.archive.org/web/2/http://www.courant.com/,,
352,Hastings Tribune,,http://www.hastingstribune.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hastingstribune-com.png,,,
353,Havelock News,2018-08-21,https://www.havenews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-havenews-com.png,https://web.archive.org/web/2/https://www.havenews.com,,
354,Hendersonville Times-News,2018-08-22,https://www.blueridgenow.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-blueridgenow-com.png,https://web.archive.org/web/2/https://www.blueridgenow.com,,
355,"Hendricks County Flyer (Avon, IN)",,https://www.flyergroup.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-flyergroup-com.png,,,"US
"
356,Henry Daily Herald,,https://www.henryherald.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-henryherald-com.png,,,
357,Herald & Review,,https://herald-review.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/herald-review-com.png,https://web.archive.org/web/2/https://herald-review.com/,,
358,"Herald and News (Klamath Falls, Oregon)",,https://www.heraldandnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-heraldandnews-com.png,https://web.archive.org/web/2/https://www.heraldandnews.com/,,
359,"Herald Chronicle (Winchester, Tennessee)",,https://www.heraldchronicle.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-heraldchronicle-com.png,https://web.archive.org/web/2/https://www.heraldchronicle.com/,,
360,Herald Democrat,2018-08-21,http://heralddemocrat.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-heralddemocrat-com.png,https://web.archive.org/web/2/http://www.heralddemocrat.com,,
361,"Herald Review (Sierra Vista, Arizona)",,https://www.myheraldreview.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-myheraldreview-com.png,,,"us
"
362,"Herald-Argus (La Porte, Indiana)",,https://www.heraldargus.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-heraldargus-com.png,https://web.archive.org/web/2/https://www.heraldargus.com,,"US
"
363,Herald-Journal,2018-08-22,https://www.goupstate.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-goupstate-com.png,https://web.archive.org/web/2/http://www.goupstate.com,,
364,Herald-Mail Media,,https://www.heraldmailmedia.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-heraldmailmedia-com.png,,,"US
"
365,Herald-Tribune,2018-09-06,https://www.heraldtribune.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-heraldtribune-com.png,https://web.archive.org/web/2/http://www.heraldtribune.com,,
366,Hi-Desert Star,,http://www.hidesertstar.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hidesertstar-com.png,https://web.archive.org/web/2/http://www.hidesertstar.com/,,
367,"Hiawatha World (Hiawatha, Kansas)",,http://www.hiawathaworldonline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hiawathaworldonline-com.png,,,"US
"
368,"Hibbing Daily Tribune (Hibbing, Minnesota)",,http://www.hibbingmn.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hibbingmn-com.png,https://web.archive.org/web/2/http://www.hibbingmn.com/,,
369,"Hickory Daily Record (Hickory, North Carolina)",,https://www.hickoryrecord.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hickoryrecord-com.png,,,"US
"
370,"High Plains Journal (Dodge City, Kansas)",,http://www.hpj.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hpj-com.png,,,
371,High Point Enterprise,2018-08-06,https://hpenews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hpenews-com.png,,,"US
"
372,HighCountryNC.com,,https://www.highcountrync.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-highcountrync-com.png,,,
373,"Highland Community News (Highland, California)",,https://www.highlandnews.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-highlandnews-net.png,http://web.archive.org/web/2/http://www.oswegocountynewsnow.com/,,
374,"Hillsboro Banner (Hillsboro, North Dakota)",,http://www.hillsborobanner.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hillsborobanner-com.png,,,
375,Hillsdale Daily News,2018-08-27,http://www.hillsdale.net,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hillsdale-net.png,https://web.archive.org/web/2/http://www.hillsdale.net,,
376,"HNGnews.com (Sun Prairie, Wisconsin)",,http://www.hngnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hngnews-com.png,https://web.archive.org/web/2/http://www.hngnews.com/,,
377,Hockessin Community News,,http://www.hockessincommunitynews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hockessincommunitynews-com.png,https://web.archive.org/web/2/http://www.hockessincommunitynews.com,,
378,Holbrook Sun,,http://holbrook.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/holbrook-wickedlocal-com.png,https://web.archive.org/web/2/http://holbrook.wickedlocal.com,,
379,"Home Magazine (Mankato, MN)",,https://www.homemagonline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-homemagonline-com.png,,,"US
"
380,HomeNewsHere.com,,http://homenewshere.com,https://archive.is/y8oMO,,https://data.verifiedjoseph.com/files/gdpr-screenshots/homenewshere-com.png,https://web.archive.org/web/2/http://homenewshere.com/,,
381,Hometownsource.com,,https://www.hometownsource.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hometownsource-com.png,https://web.archive.org/web/2/https://www.hometownsource.com/,,
382,Hope Star,2018-09-04,http://www.hopestar.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hopestar-com.png,https://web.archive.org/web/2/http://www.hopestar.com,,
383,Hot Springs Village Voice,2018-09-04,http://www.hsvvoice.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-hsvvoice-com.png,https://web.archive.org/web/2/http://www.hsvvoice.com,,
384,Houma Courier,2018-08-20,https://www.houmatoday.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-houmatoday-com.png,https://web.archive.org/web/2/https://www.houmatoday.com,,
385,Houston Chronicle (Staff Blog),,http://blog.chron.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/blog-chron-com.png,https://web.archive.org/web/2/http://blog.chron.com/,,"US
"
386,"Houston Herald (Houston, Missouri)",,https://www.houstonherald.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-houstonherald-com.png,https://web.archive.org/web/2/https://www.houstonherald.com,,
387,Hudson Sun,,http://hudson.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/hudson-wickedlocal-com.png,https://web.archive.org/web/2/http://hudson.wickedlocal.com,,
388,Huron Daily Tribune,,http://www.michigansthumb.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-michigansthumb-com.png,https://web.archive.org/web/2/http://www.michigansthumb.com/,,"US
"
389,Idaho Mountain Express,,https://www.mtexpress.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-mtexpress-com.png,https://web.archive.org/web/2/https://www.mtexpress.com/,,"US
"
390,Idaho Press,,https://www.idahopress.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-idahopress-com.png,https://web.archive.org/web/2/https://www.idahopress.com/,,"US
"
391,Idaho State Journal,,https://www.idahostatejournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-idahostatejournal-com.png,https://web.archive.org/web/2/https://idahostatejournal.com/,,"US
"
392,iFIBER One News,,http://www.ifiberone.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ifiberone-com.png,https://web.archive.org/web/2/http://www.ifiberone.com,,"US
"
393,Illinois News Network,,https://www.ilnews.org,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ilnews-org.png,https://web.archive.org/web/2/https://www.ilnews.org/,,"US
"
394,"Imperial Valley Press (El Centro, California)",,https://www.ivpressonline.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ivpressonline-com.png,http://web.archive.org/web/2/https://www.ivpressonline.com,,"US
"
395,Independent Record,,https://helenair.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/helenair-com.png,https://web.archive.org/web/2/https://helenair.com/,,
396,"Independent Tribune (Cabarrus County, North Carolina)",,https://www.independenttribune.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-independenttribune-com.png,,,"US
"
397,"Index-Journal (Greenwood, South Carolina)",,http://www.indexjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-indexjournal-com.png,https://web.archive.org/web/2/http://www.indexjournal.com/,,
398,India Abroad,,https://www.indiaabroad.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-indiaabroad-com.png,https://web.archive.org/web/2https://www.indiaabroad.com/,,"IN
"
399,India West,,http://www.indiawest.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-indiawest-com.png,https://web.archive.org/web/2/http://www.indiawest.com/,,
400,Indianapolis Recorder,,http://www.indianapolisrecorder.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-indianapolisrecorder-com.png,https://web.archive.org/web/2/http://www.indianapolisrecorder.com/,,
401,"inForney.com (Forney, Texas)",,https://www.inforney.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-inforney-com.png,https://web.archive.org/web/2/https://www.inforney.com,,
402,"Inside Radio (Atlanta, Georgia)",,http://www.insideradio.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-insideradio-com.png,https://web.archive.org/web/2/http://www.insideradio.com,,
403,Inside Tucson Business,,https://www.insidetucsonbusiness.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-insidetucsonbusiness-com.png,,,"US
"
404,InsideNoVa,,http://www.insidenova.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-insidenova-com.png,https://web.archive.org/web/2/http://www.insidenova.com/,,
405,Insight News,,https://www.insightnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-insightnews-com.png,https://web.archive.org/web/2/http://www.insightnews.com,,
406,Instapaper,2018-08-07,https://www.instapaper.com,https://archive.is/tD659,https://web.archive.org/web/20180709161855/https://www.instapaper.com/gdpr,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-instapaper-com.png,https://web.archive.org/web/2/https://www.instapaper.com/,,
407,International Falls Journal,,https://www.ifallsjournal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ifallsjournal-com.png,https://web.archive.org/web/2/https://www.ifallsjournal.com/,,
408,Investor Junkie,,https://investorjunkie.com,https://web.archive.org/web/20180823060142/https://welcome.investorjunkie.com/not-available/?url=/,,https://data.verifiedjoseph.com/files/gdpr-screenshots/investorjunkie-com.png,https://web.archive.org/web/2/www.investorjunkie.com,,"UK
"
409,Ionia Sentinel-Standard,2018-08-27,http://www.sentinel-standard.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-sentinel-standard-com.png,https://web.archive.org/web/2/http://www.sentinel-standard.com,,
410,Iosco County News-Herald,,http://www.iosconews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-iosconews-com.png,,,
411,Iowa State Daily,2018-09-19,http://www.iowastatedaily.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-iowastatedaily-com.png,,,
412,Ipswich Chronicle,,http://ipswich.wickedlocal.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/ipswich-wickedlocal-com.png,https://web.archive.org/web/2/http://ipswich.wickedlocal.com,,
413,"ISU Student Media (Terre Haute, Indiana)",,https://www.isustudentmedia.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-isustudentmedia-com.png,https://web.archive.org/web/2/https://www.isustudentmedia.com,,
414,"Ithaca Times (Ithaca, New York)",,https://www.ithaca.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-ithaca-com.png,https://web.archive.org/web/2/https://www.ithaca.com/,,
415,"Jackson County Sentinel (Scottsboro, Alabama)",,http://jcsentinel.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/jcsentinel-com.png,,,
416,"Jackson Hole News & Guide (Jackson, Wyoming)",,https://www.jhnewsandguide.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-jhnewsandguide-com.png,http://web.archive.org/web/2/https://www.jhnewsandguide.com/,,
417,Jackson Newspapers,,http://www.jacksonnewspapers.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-jacksonnewspapers-com.png,https://web.archive.org/web/2/http://www.jacksonnewspapers.com,,
418,"Jackson Progress-Argus (Jackson, Georgia)",,https://www.jacksonprogress-argus.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-jacksonprogress-argus-com.png,https://web.archive.org/web/2/https://www.jacksonprogress-argus.com,,
419,"Jacksonville Daily Progress (Jacksonville, TX)",,https://www.jacksonvilleprogress.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-jacksonvilleprogress-com.png,,,"US
"
420,Jax Air News,2018-11-01,https://www.jaxairnews.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-jaxairnews-com.png,,,
421,Jessica London,,https://www.jessicalondon.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-jessicalondon-com.png,https://web.archive.org/web/2/https://www.jessicalondon.com/,,"US
"
422,Jewish News of Greater Phoenix,,http://www.jewishaz.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-jewishaz-com.png,https://web.archive.org/web/2/http://www.jewishaz.com/,,"US
"
423,Journal Gazette & Times-Courier,,https://jg-tc.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/jg-tc-com.png,https://web.archive.org/web/2/https://jg-tc.com/,,
424,"Journal Inquirer (Manchester, Connecticut)",,https://www.journalinquirer.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-journalinquirer-com.png,,,
425,"Journal Review (Crawfordsville, Indiana)",,http://www.journalreview.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-journalreview-com.png,https://web.archive.org/web/2/http://www.journalreview.com/,,
426,"Journal Scene (Summerville, South Carolina)",2018-08-13,https://www.journalscene.com,,,https://data.verifiedjoseph.com/files/gdpr-screenshots/www-journalscene-com.png,,,"US
"
