,Available,City,Website,Country
530,N,Berlin,https://www.apgwest.com,Germany
531,Y,Berlin,https://www.appeal-democrat.com,Germany
532,N,Berlin,https://www.northfulton.com,Germany
533,N,Berlin,https://www.argus-press.com,Germany
534,N,Berlin,https://tucson.com,Germany
535,N,Berlin,https://azdailysun.com,Germany
536,Y,Lille,https://5newsonline.com,France
537,Y,Lille,https://www.99acres.com,France
538,N,Lille,https://www.aberdeennews.com,France
539,N,Lille,http://abington.wickedlocal.com,France
540,N,Lille,https://www.dailyiowegian.com,France
541,N,Lille,http://agcanada.com,France
542,N,Lille,https://agdealer.com,France
543,Y,Lille,http://www.agrinews-pubs.com,France
544,Y,Lille,https://www.agupdate.com,France
545,Y,Lille,http://www.ahwatukee.com,France
546,Y,Lille,https://www.aikenstandard.com,France
547,Y,Lille,http://www.aimmediatexas.com,France
548,N,Lille,http://www.airthinx.io,France
549,N,Lille,https://democratherald.com,France
550,N,Lille,http://albertafarmexpress.ca,France
551,Y,Lille,http://www.aledotimesrecord.com,France
552,N,Lille,https://www.alicetx.com,France
553,N,Lille,http://www.alliancetimes.com,France
554,N,Lille,https://www.alliednews.com,France
555,N,Lille,http://allston.wickedlocal.com,France
556,N,Lille,https://www.amny.com,France
557,N,Lille,https://www.amarillo.com,France
558,N,Lille,https://www.americanmediainc.com,France
559,N,Lille,http://americanmilitarynews.com,France
560,N,Lille,https://www.americanpress.com,France
561,N,Lille,http://www.amestrib.com,France
562,Y,Lille,https://www.adn.com,France
563,N,Lille,https://www.anchoragepress.com,France
564,N,Lille,https://www.andovertownsman.com,France
565,N,Lille,http://www.apg-wi.com,France
566,N,Lille,https://www.apgwest.com,France
567,Y,Lille,https://www.appeal-democrat.com,France
568,N,Lille,https://www.northfulton.com,France
569,N,Lille,https://www.argus-press.com,France
570,N,Lille,https://tucson.com,France
571,N,Lille,https://azdailysun.com,France
572,Y,Dublin,https://5newsonline.com,Ireland
573,Y,Dublin,https://www.99acres.com,Ireland
574,N,Dublin,https://www.aberdeennews.com,Ireland
575,N,Dublin,http://abington.wickedlocal.com,Ireland
576,N,Dublin,https://www.dailyiowegian.com,Ireland
577,N,Dublin,http://agcanada.com,Ireland
578,N,Dublin,https://agdealer.com,Ireland
579,Y,Dublin,http://www.agrinews-pubs.com,Ireland
580,Y,Dublin,https://www.agupdate.com,Ireland
581,Y,Dublin,http://www.ahwatukee.com,Ireland
582,Y,Dublin,https://www.aikenstandard.com,Ireland
583,N,Dublin,http://www.aimmediatexas.com,Ireland
584,N,Dublin,http://www.airthinx.io,Ireland
585,N,Dublin,https://democratherald.com,Ireland
586,N,Dublin,http://albertafarmexpress.ca,Ireland
587,Y,Dublin,http://www.aledotimesrecord.com,Ireland
588,N,Dublin,https://www.alicetx.com,Ireland
589,N,Dublin,http://www.alliancetimes.com,Ireland
590,N,Dublin,https://www.alliednews.com,Ireland
591,N,Dublin,http://allston.wickedlocal.com,Ireland
592,N,Dublin,https://www.amny.com,Ireland
593,N,Dublin,https://www.amarillo.com,Ireland
594,N,Dublin,https://www.americanmediainc.com,Ireland
595,N,Dublin,http://americanmilitarynews.com,Ireland
596,N,Dublin,https://www.americanpress.com,Ireland
597,N,Dublin,http://www.amestrib.com,Ireland
598,Y,Dublin,https://www.adn.com,Ireland
599,N,Dublin,https://www.anchoragepress.com,Ireland
600,Y,Dublin,https://www.andovertownsman.com,Ireland
601,N,Dublin,http://www.apg-wi.com,Ireland
602,N,Dublin,https://www.apgwest.com,Ireland
603,Y,Dublin,https://www.appeal-democrat.com,Ireland
604,N,Dublin,https://www.northfulton.com,Ireland
605,N,Dublin,https://www.argus-press.com,Ireland
606,N,Dublin,https://tucson.com,Ireland
607,N,Dublin,https://azdailysun.com,Ireland
608,Y,Edinburgh,https://5newsonline.com,Scotland
609,Y,Edinburgh,https://www.99acres.com,Scotland
610,N,Edinburgh,https://www.aberdeennews.com,Scotland
611,N,Edinburgh,http://abington.wickedlocal.com,Scotland
612,N,Edinburgh,https://www.dailyiowegian.com,Scotland
613,N,Edinburgh,http://agcanada.com,Scotland
614,N,Edinburgh,https://agdealer.com,Scotland
615,Y,Edinburgh,http://www.agrinews-pubs.com,Scotland
616,Y,Edinburgh,https://www.agupdate.com,Scotland
617,Y,Edinburgh,http://www.ahwatukee.com,Scotland
618,Y,Edinburgh,https://www.aikenstandard.com,Scotland
619,Y,Edinburgh,http://www.aimmediatexas.com,Scotland
620,N,Edinburgh,http://www.airthinx.io,Scotland
621,N,Edinburgh,https://democratherald.com,Scotland
622,N,Edinburgh,http://albertafarmexpress.ca,Scotland
623,Y,Edinburgh,http://www.aledotimesrecord.com,Scotland
624,N,Edinburgh,https://www.alicetx.com,Scotland
625,N,Edinburgh,http://www.alliancetimes.com,Scotland
626,N,Edinburgh,https://www.alliednews.com,Scotland
627,N,Edinburgh,http://allston.wickedlocal.com,Scotland
628,N,Edinburgh,https://www.amny.com,Scotland
629,N,Edinburgh,https://www.amarillo.com,Scotland
630,N,Edinburgh,https://www.americanmediainc.com,Scotland
631,N,Edinburgh,http://americanmilitarynews.com,Scotland
632,N,Edinburgh,https://www.americanpress.com,Scotland
633,N,Edinburgh,http://www.amestrib.com,Scotland
634,Y,Edinburgh,https://www.adn.com,Scotland
635,N,Edinburgh,https://www.anchoragepress.com,Scotland
636,N,Edinburgh,https://www.andovertownsman.com,Scotland
637,N,Edinburgh,http://www.apg-wi.com,Scotland
638,N,Edinburgh,https://www.apgwest.com,Scotland
639,Y,Edinburgh,https://www.appeal-democrat.com,Scotland
640,N,Edinburgh,https://www.northfulton.com,Scotland
641,N,Edinburgh,https://www.argus-press.com,Scotland
642,N,Edinburgh,https://tucson.com,Scotland
643,N,Edinburgh,https://azdailysun.com,Scotland
644,Y,Salzburg,https://5newsonline.com,Austria
645,Y,Salzburg,https://www.99acres.com,Austria
646,N,Salzburg,https://www.aberdeennews.com,Austria
647,N,Salzburg,http://abington.wickedlocal.com,Austria
648,N,Salzburg,https://www.dailyiowegian.com,Austria
649,N,Salzburg,http://agcanada.com,Austria
650,N,Salzburg,https://agdealer.com,Austria
651,Y,Salzburg,http://www.agrinews-pubs.com,Austria
652,Y,Salzburg,https://www.agupdate.com,Austria
653,Y,Salzburg,http://www.ahwatukee.com,Austria
654,Y,Salzburg,https://www.aikenstandard.com,Austria
655,N,Salzburg,http://www.aimmediatexas.com,Austria
656,N,Salzburg,http://www.airthinx.io,Austria
657,N,Salzburg,https://democratherald.com,Austria
658,N,Salzburg,http://albertafarmexpress.ca,Austria
659,Y,Salzburg,http://www.aledotimesrecord.com,Austria
660,N,Salzburg,https://www.alicetx.com,Austria
661,N,Salzburg,http://www.alliancetimes.com,Austria
662,Y,Salzburg,https://www.alliednews.com,Austria
663,Y,Salzburg,http://allston.wickedlocal.com,Austria
664,Y,Salzburg,https://www.amny.com,Austria
665,N,Salzburg,https://www.amarillo.com,Austria
666,N,Salzburg,https://www.americanmediainc.com,Austria
667,N,Salzburg,http://americanmilitarynews.com,Austria
668,N,Salzburg,https://www.americanpress.com,Austria
669,N,Salzburg,http://www.amestrib.com,Austria
670,Y,Salzburg,https://www.adn.com,Austria
671,N,Salzburg,https://www.anchoragepress.com,Austria
672,N,Salzburg,https://www.andovertownsman.com,Austria
673,N,Salzburg,http://www.apg-wi.com,Austria
674,N,Salzburg,https://www.apgwest.com,Austria
675,Y,Salzburg,https://www.appeal-democrat.com,Austria
676,N,Salzburg,https://www.northfulton.com,Austria
677,N,Salzburg,https://www.argus-press.com,Austria
678,N,Salzburg,https://tucson.com,Austria
679,N,Salzburg,https://azdailysun.com,Austria
680,Y,Tokyo,https://5newsonline.com,Japan
681,Y,Tokyo,https://www.99acres.com,Japan
682,Y,Tokyo,https://www.aberdeennews.com,Japan
683,Y,Tokyo,http://abington.wickedlocal.com,Japan
684,Y,Tokyo,https://www.dailyiowegian.com,Japan
685,Y,Tokyo,http://agcanada.com,Japan
686,Y,Tokyo,https://agdealer.com,Japan
687,Y,Tokyo,http://www.agrinews-pubs.com,Japan
688,Y,Tokyo,https://www.agupdate.com,Japan
689,Y,Tokyo,http://www.ahwatukee.com,Japan
690,Y,Tokyo,https://www.aikenstandard.com,Japan
691,Y,Tokyo,http://www.aimmediatexas.com,Japan
692,N,Tokyo,http://www.airthinx.io,Japan
693,N,Tokyo,https://democratherald.com,Japan
694,N,Tokyo,http://albertafarmexpress.ca,Japan
695,Y,Tokyo,http://www.aledotimesrecord.com,Japan
696,Y,Tokyo,https://www.alicetx.com,Japan
697,Y,Tokyo,http://www.alliancetimes.com,Japan
698,Y,Tokyo,https://www.alliednews.com,Japan
699,Y,Tokyo,http://allston.wickedlocal.com,Japan
700,Y,Tokyo,https://www.amny.com,Japan
701,Y,Tokyo,https://www.amarillo.com,Japan
702,Y,Tokyo,https://www.americanmediainc.com,Japan
703,Y,Tokyo,http://americanmilitarynews.com,Japan
704,Y,Tokyo,https://www.americanpress.com,Japan
705,Y,Tokyo,http://www.amestrib.com,Japan
706,Y,Tokyo,https://www.adn.com,Japan
707,Y,Tokyo,https://www.anchoragepress.com,Japan
708,Y,Tokyo,https://www.andovertownsman.com,Japan
709,Y,Tokyo,http://www.apg-wi.com,Japan
710,Y,Tokyo,https://www.apgwest.com,Japan
711,Y,Tokyo,https://www.appeal-democrat.com,Japan
712,Y,Tokyo,https://www.northfulton.com,Japan
713,Y,Tokyo,https://www.argus-press.com,Japan
714,Y,Tokyo,https://tucson.com,Japan
715,Y,Tokyo,https://azdailysun.com,Japan
716,Y,Los Angeles,https://5newsonline.com,United States
717,Y,Los Angeles,https://www.99acres.com,United States
718,Y,Los Angeles,https://www.aberdeennews.com,United States
719,Y,Los Angeles,http://abington.wickedlocal.com,United States
720,Y,Los Angeles,https://www.dailyiowegian.com,United States
721,Y,Los Angeles,http://agcanada.com,United States
722,Y,Los Angeles,https://agdealer.com,United States
723,Y,Los Angeles,http://www.agrinews-pubs.com,United States
724,Y,Los Angeles,https://www.agupdate.com,United States
725,Y,Los Angeles,http://www.ahwatukee.com,United States
726,Y,Los Angeles,https://www.aikenstandard.com,United States
727,Y,Los Angeles,http://www.aimmediatexas.com,United States
728,N,Los Angeles,http://www.airthinx.io,United States
729,N,Los Angeles,https://democratherald.com,United States
730,N,Los Angeles,http://albertafarmexpress.ca,United States
731,Y,Los Angeles,http://www.aledotimesrecord.com,United States
732,Y,Los Angeles,https://www.alicetx.com,United States
733,Y,Los Angeles,http://www.alliancetimes.com,United States
734,Y,Los Angeles,https://www.alliednews.com,United States
735,Y,Los Angeles,http://allston.wickedlocal.com,United States
736,Y,Los Angeles,https://www.amny.com,United States
737,Y,Los Angeles,https://www.amarillo.com,United States
738,Y,Los Angeles,https://www.americanmediainc.com,United States
739,Y,Los Angeles,http://americanmilitarynews.com,United States
740,Y,Los Angeles,https://www.americanpress.com,United States
741,Y,Los Angeles,http://www.amestrib.com,United States
742,Y,Los Angeles,https://www.adn.com,United States
743,Y,Los Angeles,https://www.anchoragepress.com,United States
744,Y,Los Angeles,https://www.andovertownsman.com,United States
745,Y,Los Angeles,http://www.apg-wi.com,United States
746,Y,Los Angeles,https://www.apgwest.com,United States
747,Y,Los Angeles,https://www.appeal-democrat.com,United States
748,Y,Los Angeles,https://www.northfulton.com,United States
749,Y,Los Angeles,https://www.argus-press.com,United States
750,Y,Los Angeles,https://tucson.com,United States
751,Y,Los Angeles,https://azdailysun.com,United States
752,Y,Göteborg,https://5newsonline.com,
753,Y,Göteborg,https://www.99acres.com,
754,N,Göteborg,https://www.aberdeennews.com,
755,N,Göteborg,http://abington.wickedlocal.com,
756,Y,Göteborg,https://www.dailyiowegian.com,
757,N,Göteborg,http://agcanada.com,
758,N,Göteborg,https://agdealer.com,
759,Y,Göteborg,http://www.agrinews-pubs.com,
760,Y,Göteborg,https://www.agupdate.com,
761,Y,Göteborg,http://www.ahwatukee.com,
762,Y,Göteborg,https://www.aikenstandard.com,
763,N,Göteborg,http://www.aimmediatexas.com,
764,N,Göteborg,http://www.airthinx.io,
765,N,Göteborg,https://democratherald.com,
766,N,Göteborg,http://albertafarmexpress.ca,
767,Y,Göteborg,http://www.aledotimesrecord.com,
768,N,Göteborg,https://www.alicetx.com,
769,N,Göteborg,http://www.alliancetimes.com,
770,Y,Göteborg,https://www.alliednews.com,
771,Y,Göteborg,http://allston.wickedlocal.com,
772,Y,Göteborg,https://www.amny.com,
773,N,Göteborg,https://www.amarillo.com,
774,N,Göteborg,https://www.americanmediainc.com,
775,N,Göteborg,http://americanmilitarynews.com,
776,N,Göteborg,https://www.americanpress.com,
777,N,Göteborg,http://www.amestrib.com,
778,Y,Göteborg,https://www.adn.com,
779,Y,Göteborg,https://www.anchoragepress.com,
780,N,Göteborg,https://www.andovertownsman.com,
781,N,Göteborg,http://www.apg-wi.com,
782,N,Göteborg,https://www.apgwest.com,
783,Y,Göteborg,https://www.appeal-democrat.com,
784,Y,Göteborg,https://www.northfulton.com,
785,N,Göteborg,https://www.argus-press.com,
786,N,Göteborg,https://tucson.com,
787,N,Göteborg,https://azdailysun.com,
788,Y,Palermo,https://5newsonline.com,Italy
789,Y,Palermo,https://www.99acres.com,Italy
790,N,Palermo,https://www.aberdeennews.com,Italy
791,N,Palermo,http://abington.wickedlocal.com,Italy
792,N,Palermo,https://www.dailyiowegian.com,Italy
793,N,Palermo,http://agcanada.com,Italy
794,N,Palermo,https://agdealer.com,Italy
795,N,Palermo,http://www.agrinews-pubs.com,Italy
796,N,Palermo,https://www.agupdate.com,Italy
797,N,Palermo,http://www.ahwatukee.com,Italy
798,Y,Palermo,https://www.aikenstandard.com,Italy
799,N,Palermo,http://www.aimmediatexas.com,Italy
800,N,Palermo,http://www.airthinx.io,Italy
801,N,Palermo,https://democratherald.com,Italy
802,N,Palermo,http://albertafarmexpress.ca,Italy
803,Y,Palermo,http://www.aledotimesrecord.com,Italy
804,N,Palermo,https://www.alicetx.com,Italy
805,Y,Palermo,http://www.alliancetimes.com,Italy
806,N,Palermo,https://www.alliednews.com,Italy
807,N,Palermo,http://allston.wickedlocal.com,Italy
808,N,Palermo,https://www.amny.com,Italy
809,N,Palermo,https://www.amarillo.com,Italy
810,N,Palermo,https://www.americanmediainc.com,Italy
811,N,Palermo,http://americanmilitarynews.com,Italy
812,N,Palermo,https://www.americanpress.com,Italy
813,N,Palermo,http://www.amestrib.com,Italy
814,Y,Palermo,https://www.adn.com,Italy
815,N,Palermo,https://www.anchoragepress.com,Italy
816,N,Palermo,https://www.andovertownsman.com,Italy
817,N,Palermo,http://www.apg-wi.com,Italy
818,N,Palermo,https://www.apgwest.com,Italy
819,Y,Palermo,https://www.appeal-democrat.com,Italy
820,N,Palermo,https://www.northfulton.com,Italy
821,N,Palermo,https://www.argus-press.com,Italy
822,N,Palermo,https://tucson.com,Italy
823,N,Palermo,https://azdailysun.com,Italy
824,Y,New York,https://5newsonline.com,United States
825,Y,New York,https://www.99acres.com,United States
826,Y,New York,https://www.aberdeennews.com,United States
827,Y,New York,http://abington.wickedlocal.com,United States
828,Y,New York,https://www.dailyiowegian.com,United States
829,Y,New York,http://agcanada.com,United States
830,Y,New York,https://agdealer.com,United States
831,Y,New York,http://www.agrinews-pubs.com,United States
832,Y,New York,https://www.agupdate.com,United States
833,Y,New York,http://www.ahwatukee.com,United States
834,Y,New York,https://www.aikenstandard.com,United States
835,Y,New York,http://www.aimmediatexas.com,United States
836,N,New York,http://www.airthinx.io,United States
837,N,New York,https://democratherald.com,United States
838,N,New York,http://albertafarmexpress.ca,United States
839,Y,New York,http://www.aledotimesrecord.com,United States
840,Y,New York,https://www.alicetx.com,United States
841,Y,New York,http://www.alliancetimes.com,United States
842,Y,New York,https://www.alliednews.com,United States
843,Y,New York,http://allston.wickedlocal.com,United States
844,Y,New York,https://www.amny.com,United States
845,Y,New York,https://www.amarillo.com,United States
846,Y,New York,https://www.americanmediainc.com,United States
847,Y,New York,http://americanmilitarynews.com,United States
848,Y,New York,https://www.americanpress.com,United States
849,Y,New York,http://www.amestrib.com,United States
850,Y,New York,https://www.adn.com,United States
851,Y,New York,https://www.anchoragepress.com,United States
852,Y,New York,https://www.andovertownsman.com,United States
853,Y,New York,http://www.apg-wi.com,United States
854,Y,New York,https://www.apgwest.com,United States
855,Y,New York,https://www.appeal-democrat.com,United States
856,Y,New York,https://www.northfulton.com,United States
857,Y,New York,https://www.argus-press.com,United States
858,Y,New York,https://tucson.com,United States
859,Y,New York,https://azdailysun.com,United States
860,Y,San Diego,https://5newsonline.com,United States
861,Y,San Diego,https://www.99acres.com,United States
862,Y,San Diego,https://www.aberdeennews.com,United States
863,Y,San Diego,http://abington.wickedlocal.com,United States
864,Y,San Diego,https://www.dailyiowegian.com,United States
865,Y,San Diego,http://agcanada.com,United States
866,Y,San Diego,https://agdealer.com,United States
867,Y,San Diego,http://www.agrinews-pubs.com,United States
868,Y,San Diego,https://www.agupdate.com,United States
869,Y,San Diego,http://www.ahwatukee.com,United States
870,Y,San Diego,https://www.aikenstandard.com,United States
871,Y,San Diego,http://www.aimmediatexas.com,United States
872,N,San Diego,http://www.airthinx.io,United States
873,N,San Diego,https://democratherald.com,United States
874,N,San Diego,http://albertafarmexpress.ca,United States
875,Y,San Diego,http://www.aledotimesrecord.com,United States
876,Y,San Diego,https://www.alicetx.com,United States
877,Y,San Diego,http://www.alliancetimes.com,United States
878,Y,San Diego,https://www.alliednews.com,United States
879,Y,San Diego,http://allston.wickedlocal.com,United States
880,Y,San Diego,https://www.amny.com,United States
881,Y,San Diego,https://www.amarillo.com,United States
882,Y,San Diego,https://www.americanmediainc.com,United States
883,Y,San Diego,http://americanmilitarynews.com,United States
884,Y,San Diego,https://www.americanpress.com,United States
885,Y,San Diego,http://www.amestrib.com,United States
886,Y,San Diego,https://www.adn.com,United States
887,Y,San Diego,https://www.anchoragepress.com,United States
888,Y,San Diego,https://www.andovertownsman.com,United States
889,Y,San Diego,http://www.apg-wi.com,United States
890,Y,San Diego,https://www.apgwest.com,United States
891,Y,San Diego,https://www.appeal-democrat.com,United States
892,Y,San Diego,https://www.northfulton.com,United States
893,Y,San Diego,https://www.argus-press.com,United States
894,Y,San Diego,https://tucson.com,United States
895,Y,San Diego,https://azdailysun.com,United States
896,Y,Seattle,https://5newsonline.com,United States
897,Y,Seattle,https://www.99acres.com,United States
898,Y,Seattle,https://www.aberdeennews.com,United States
899,Y,Seattle,http://abington.wickedlocal.com,United States
900,Y,Seattle,https://www.dailyiowegian.com,United States
901,Y,Seattle,http://agcanada.com,United States
902,Y,Seattle,https://agdealer.com,United States
903,Y,Seattle,http://www.agrinews-pubs.com,United States
904,Y,Seattle,https://www.agupdate.com,United States
905,Y,Seattle,http://www.ahwatukee.com,United States
906,Y,Seattle,https://www.aikenstandard.com,United States
907,Y,Seattle,http://www.aimmediatexas.com,United States
908,N,Seattle,http://www.airthinx.io,United States
909,N,Seattle,https://democratherald.com,United States
910,N,Seattle,http://albertafarmexpress.ca,United States
911,Y,Seattle,http://www.aledotimesrecord.com,United States
912,Y,Seattle,https://www.alicetx.com,United States
913,Y,Seattle,http://www.alliancetimes.com,United States
914,Y,Seattle,https://www.alliednews.com,United States
915,Y,Seattle,http://allston.wickedlocal.com,United States
916,Y,Seattle,https://www.amny.com,United States
917,Y,Seattle,https://www.amarillo.com,United States
918,Y,Seattle,https://www.americanmediainc.com,United States
919,Y,Seattle,http://americanmilitarynews.com,United States
920,Y,Seattle,https://www.americanpress.com,United States
921,Y,Seattle,http://www.amestrib.com,United States
922,Y,Seattle,https://www.adn.com,United States
923,Y,Seattle,https://www.anchoragepress.com,United States
924,Y,Seattle,https://www.andovertownsman.com,United States
925,Y,Seattle,http://www.apg-wi.com,United States
926,Y,Seattle,https://www.apgwest.com,United States
927,Y,Seattle,https://www.appeal-democrat.com,United States
928,Y,Seattle,https://www.northfulton.com,United States
929,Y,Seattle,https://www.argus-press.com,United States
930,Y,Seattle,https://tucson.com,United States
931,Y,Seattle,https://azdailysun.com,United States
932,Y,Guadalajara,https://5newsonline.com,Mexico
933,Y,Guadalajara,https://www.99acres.com,Mexico
934,Y,Guadalajara,https://www.aberdeennews.com,Mexico
935,Y,Guadalajara,http://abington.wickedlocal.com,Mexico
936,Y,Guadalajara,https://www.dailyiowegian.com,Mexico
937,Y,Guadalajara,http://agcanada.com,Mexico
938,Y,Guadalajara,https://agdealer.com,Mexico
939,Y,Guadalajara,http://www.agrinews-pubs.com,Mexico
940,Y,Guadalajara,https://www.agupdate.com,Mexico
941,Y,Guadalajara,http://www.ahwatukee.com,Mexico
942,Y,Guadalajara,https://www.aikenstandard.com,Mexico
943,Y,Guadalajara,http://www.aimmediatexas.com,Mexico
944,N,Guadalajara,http://www.airthinx.io,Mexico
945,N,Guadalajara,https://democratherald.com,Mexico
946,N,Guadalajara,http://albertafarmexpress.ca,Mexico
947,Y,Guadalajara,http://www.aledotimesrecord.com,Mexico
948,Y,Guadalajara,https://www.alliednews.com,Mexico
949,Y,Guadalajara,http://allston.wickedlocal.com,Mexico
950,Y,Guadalajara,https://www.amny.com,Mexico
951,Y,Guadalajara,https://www.amarillo.com,Mexico
952,Y,Guadalajara,https://www.americanmediainc.com,Mexico
953,Y,Guadalajara,http://americanmilitarynews.com,Mexico
954,Y,Guadalajara,https://www.americanpress.com,Mexico
955,Y,Guadalajara,http://www.amestrib.com,Mexico
956,Y,Guadalajara,https://www.adn.com,Mexico
957,Y,Guadalajara,https://www.anchoragepress.com,Mexico
958,Y,Guadalajara,https://www.andovertownsman.com,Mexico
959,Y,Guadalajara,http://www.apg-wi.com,Mexico
960,Y,Guadalajara,https://www.apgwest.com,Mexico
961,Y,Guadalajara,https://www.appeal-democrat.com,Mexico
962,Y,Guadalajara,https://www.northfulton.com,Mexico
963,Y,Guadalajara,https://www.argus-press.com,Mexico
964,Y,Guadalajara,https://tucson.com,Mexico
965,Y,Guadalajara,https://azdailysun.com,Mexico
966,Y,Tampa,https://5newsonline.com,United States
967,Y,Tampa,https://www.99acres.com,United States
968,Y,Tampa,https://www.aberdeennews.com,United States
969,Y,Tampa,http://abington.wickedlocal.com,United States
970,Y,Tampa,https://www.dailyiowegian.com,United States
971,Y,Tampa,http://agcanada.com,United States
972,Y,Tampa,https://agdealer.com,United States
973,Y,Tampa,http://www.agrinews-pubs.com,United States
974,Y,Tampa,https://www.agupdate.com,United States
975,Y,Tampa,http://www.ahwatukee.com,United States
976,Y,Tampa,https://www.aikenstandard.com,United States
977,Y,Tampa,http://www.aimmediatexas.com,United States
978,N,Tampa,http://www.airthinx.io,United States
979,N,Tampa,https://democratherald.com,United States
980,N,Tampa,http://albertafarmexpress.ca,United States
981,Y,Tampa,http://www.aledotimesrecord.com,United States
982,Y,Tampa,https://www.alicetx.com,United States
983,Y,Tampa,http://www.alliancetimes.com,United States
984,N,Tampa,https://www.alliednews.com,United States
985,N,Tampa,http://allston.wickedlocal.com,United States
986,N,Tampa,https://www.amny.com,United States
987,Y,Tampa,https://www.amarillo.com,United States
988,Y,Tampa,https://www.americanmediainc.com,United States
989,Y,Tampa,http://americanmilitarynews.com,United States
990,Y,Tampa,https://www.americanpress.com,United States
991,Y,Tampa,http://www.amestrib.com,United States
992,Y,Tampa,https://www.adn.com,United States
993,Y,Tampa,https://www.anchoragepress.com,United States
994,Y,Tampa,https://www.andovertownsman.com,United States
995,Y,Tampa,http://www.apg-wi.com,United States
996,Y,Tampa,https://www.apgwest.com,United States
997,Y,Tampa,https://www.appeal-democrat.com,United States
998,Y,Tampa,https://www.northfulton.com,United States
999,Y,Tampa,https://www.argus-press.com,United States
1000,Y,Tampa,https://tucson.com,United States
1001,Y,Tampa,https://azdailysun.com,United States
1002,Y,Singapore,https://5newsonline.com,Singapore
1003,Y,Singapore,https://www.99acres.com,Singapore
1004,Y,Singapore,https://www.aberdeennews.com,Singapore
1005,Y,Singapore,http://abington.wickedlocal.com,Singapore
1006,Y,Singapore,https://www.dailyiowegian.com,Singapore
1007,Y,Singapore,http://agcanada.com,Singapore
1008,Y,Singapore,https://agdealer.com,Singapore
1009,Y,Singapore,http://www.agrinews-pubs.com,Singapore
1010,Y,Singapore,https://www.agupdate.com,Singapore
1011,Y,Singapore,http://www.ahwatukee.com,Singapore
1012,Y,Singapore,https://www.aikenstandard.com,Singapore
1013,Y,Singapore,http://www.aimmediatexas.com,Singapore
1014,N,Singapore,http://www.airthinx.io,Singapore
1015,N,Singapore,https://democratherald.com,Singapore
1016,N,Singapore,http://albertafarmexpress.ca,Singapore
1017,Y,Singapore,http://www.aledotimesrecord.com,Singapore
1018,Y,Singapore,https://www.alicetx.com,Singapore
1019,Y,Singapore,http://www.alliancetimes.com,Singapore
1020,Y,Singapore,https://www.alliednews.com,Singapore
1021,Y,Singapore,http://allston.wickedlocal.com,Singapore
1022,Y,Singapore,https://www.amny.com,Singapore
1023,Y,Singapore,https://www.amarillo.com,Singapore
1024,Y,Singapore,https://www.americanmediainc.com,Singapore
1025,Y,Singapore,http://americanmilitarynews.com,Singapore
1026,Y,Singapore,https://www.americanpress.com,Singapore
1027,Y,Singapore,http://www.amestrib.com,Singapore
1028,Y,Singapore,https://www.adn.com,Singapore
1029,Y,Singapore,https://www.anchoragepress.com,Singapore
1030,Y,Singapore,https://www.andovertownsman.com,Singapore
1031,Y,Singapore,http://www.apg-wi.com,Singapore
1032,Y,Singapore,https://www.apgwest.com,Singapore
1033,Y,Singapore,https://www.appeal-democrat.com,Singapore
1034,Y,Singapore,https://www.northfulton.com,Singapore
1035,Y,Singapore,https://www.argus-press.com,Singapore
1036,Y,Singapore,https://tucson.com,Singapore
1037,Y,Singapore,https://azdailysun.com,Singapore
1038,Y,Oslo,https://5newsonline.com,Norway
1039,Y,Oslo,https://www.99acres.com,Norway
1040,N,Oslo,https://www.aberdeennews.com,Norway
1041,N,Oslo,http://abington.wickedlocal.com,Norway
1042,Y,Oslo,https://www.dailyiowegian.com,Norway
1043,Y,Oslo,http://agcanada.com,Norway
1044,Y,Oslo,https://agdealer.com,Norway
1045,Y,Oslo,http://www.agrinews-pubs.com,Norway
1046,Y,Oslo,https://www.agupdate.com,Norway
1047,Y,Oslo,http://www.ahwatukee.com,Norway
1048,Y,Oslo,https://www.aikenstandard.com,Norway
1049,Y,Oslo,http://www.aimmediatexas.com,Norway
1050,N,Oslo,http://www.airthinx.io,Norway
1051,N,Oslo,https://democratherald.com,Norway
1052,N,Oslo,http://albertafarmexpress.ca,Norway
1053,Y,Oslo,http://www.aledotimesrecord.com,Norway
1054,N,Oslo,https://www.alicetx.com,Norway
1055,N,Oslo,http://www.alliancetimes.com,Norway
1056,N,Oslo,https://www.alliednews.com,Norway
1057,N,Oslo,http://allston.wickedlocal.com,Norway
1058,N,Oslo,https://www.amny.com,Norway
1059,N,Oslo,https://www.amarillo.com,Norway
1060,N,Oslo,https://www.americanmediainc.com,Norway
1061,N,Oslo,http://americanmilitarynews.com,Norway
1062,N,Oslo,https://www.americanpress.com,Norway
1063,N,Oslo,http://www.amestrib.com,Norway
1064,Y,Oslo,https://www.adn.com,Norway
1065,N,Oslo,https://www.anchoragepress.com,Norway
1066,N,Oslo,https://www.andovertownsman.com,Norway
1067,N,Oslo,http://www.apg-wi.com,Norway
1068,N,Oslo,https://www.apgwest.com,Norway
1069,Y,Oslo,https://www.appeal-democrat.com,Norway
1070,Y,Oslo,https://www.northfulton.com,Norway
1071,N,Oslo,https://www.argus-press.com,Norway
1072,N,Oslo,https://tucson.com,Norway
1073,N,Oslo,https://azdailysun.com,Norway
1074,Y,Rome,https://5newsonline.com,Italy
1075,Y,Rome,https://www.99acres.com,Italy
1076,N,Rome,https://www.aberdeennews.com,Italy
1077,N,Rome,http://abington.wickedlocal.com,Italy
